storage_day,Rep,mean_temperature,min_temperature,max_temperature,temperature_std,temperature_range,temperature_excursion_count,time_above_safe_threshold_ratio,mean_rh,min_rh,max_rh,rh_std,rh_range,compressor_on_ratio,compressor_cycle_count,fridge_open_count,fridge_open_ratio,spoilage_class,spoilage_status,n_sensor_readings
7,4,3.9868613138686135,2.3,5.7,1.00450209318782,3.4000000000000004,68,0.49635036496350365,36.98686131386861,35.3,38.7,1.0045020931878201,3.4000000000000057,62.77372262773723,3,1,0.7299270072992701,1,WARNING,137
7,5,3.9868613138686135,2.3,5.7,1.00450209318782,3.4000000000000004,68,0.49635036496350365,36.98686131386861,35.3,38.7,1.0045020931878201,3.4000000000000057,62.77372262773723,3,1,0.7299270072992701,1,WARNING,137
8,1,3.902173913043478,2.3,5.7,0.9688232359454827,3.4000000000000004,62,0.4492753623188406,36.90217391304348,35.3,38.7,0.9688232359454828,3.4000000000000057,66.66666666666666,2,1,0.7246376811594203,2,SPOILED,138
8,2,3.902173913043478,2.3,5.7,0.9688232359454827,3.4000000000000004,62,0.4492753623188406,36.90217391304348,35.3,38.7,0.9688232359454828,3.4000000000000057,66.66666666666666,2,1,0.7246376811594203,2,SPOILED,138
8,3,3.902173913043478,2.3,5.7,0.9688232359454827,3.4000000000000004,62,0.4492753623188406,36.90217391304348,35.3,38.7,0.9688232359454828,3.4000000000000057,66.66666666666666,2,1,0.7246376811594203,2,SPOILED,138
8,4,3.902173913043478,2.3,5.7,0.9688232359454827,3.4000000000000004,62,0.4492753623188406,36.90217391304348,35.3,38.7,0.9688232359454828,3.4000000000000057,66.66666666666666,2,1,0.7246376811594203,2,SPOILED,138
8,5,3.902173913043478,2.3,5.7,0.9688232359454827,3.4000000000000004,62,0.4492753623188406,36.90217391304348,35.3,38.7,0.9688232359454828,3.4000000000000057,66.66666666666666,2,1,0.7246376811594203,2,SPOILED,138
9,1,3.9565217391304346,2.3,5.7,0.983336270327655,3.4000000000000004,66,0.4782608695652174,36.95652173913044,35.3,38.7,0.9833362703276552,3.4000000000000057,63.76811594202898,3,1,0.7246376811594203,2,SPOILED,138
9,2,3.9565217391304346,2.3,5.7,0.983336270327655,3.4000000000000004,66,0.4782608695652174,36.95652173913044,35.3,38.7,0.9833362703276552,3.4000000000000057,63.76811594202898,3,1,0.7246376811594203,2,SPOILED,138
9,3,3.9565217391304346,2.3,5.7,0.983336270327655,3.4000000000000004,66,0.4782608695652174,36.95652173913044,35.3,38.7,0.9833362703276552,3.4000000000000057,63.76811594202898,3,1,0.7246376811594203,2,SPOILED,138
9,4,3.9565217391304346,2.3,5.7,0.983336270327655,3.4000000000000004,66,0.4782608695652174,36.95652173913044,35.3,38.7,0.9833362703276552,3.4000000000000057,63.76811594202898,3,1,0.7246376811594203,2,SPOILED,138
9,5,3.9565217391304346,2.3,5.7,0.983336270327655,3.4000000000000004,66,0.4782608695652174,36.95652173913044,35.3,38.7,0.9833362703276552,3.4000000000000057,63.76811594202898,3,1,0.7246376811594203,2,SPOILED,138
10,1,4.010869565217392,2.3,5.7,0.9990346632370103,3.4000000000000004,66,0.4782608695652174,37.01086956521739,35.3,38.7,0.9990346632370104,3.4000000000000057,63.76811594202898,3,1,0.7246376811594203,2,SPOILED,138
10,2,4.010869565217392,2.3,5.7,0.9990346632370103,3.4000000000000004,66,0.4782608695652174,37.01086956521739,35.3,38.7,0.9990346632370104,3.4000000000000057,63.76811594202898,3,1,0.7246376811594203,2,SPOILED,138
10,3,4.010869565217392,2.3,5.7,0.9990346632370103,3.4000000000000004,66,0.4782608695652174,37.01086956521739,35.3,38.7,0.9990346632370104,3.4000000000000057,63.76811594202898,3,1,0.7246376811594203,2,SPOILED,138
10,4,4.010869565217392,2.3,5.7,0.9990346632370103,3.4000000000000004,66,0.4782608695652174,37.01086956521739,35.3,38.7,0.9990346632370104,3.4000000000000057,63.76811594202898,3,1,0.7246376811594203,2,SPOILED,138
10,5,4.010869565217392,2.3,5.7,0.9990346632370103,3.4000000000000004,66,0.4782608695652174,37.01086956521739,35.3,38.7,0.9990346632370104,3.4000000000000057,63.76811594202898,3,1,0.7246376811594203,2,SPOILED,138
11,1,4.0630434782608695,2.3,5.7,0.9850385181136887,3.4000000000000004,71,0.5144927536231884,37.063043478260866,35.3,38.7,0.9850385181136888,3.4000000000000057,63.04347826086957,3,1,0.7246376811594203,2,SPOILED,138
11,2,4.0630434782608695,2.3,5.7,0.9850385181136887,3.4000000000000004,71,0.5144927536231884,37.063043478260866,35.3,38.7,0.9850385181136888,3.4000000000000057,63.04347826086957,3,1,0.7246376811594203,2,SPOILED,138
11,3,4.0630434782608695,2.3,5.7,0.9850385181136887,3.4000000000000004,71,0.5144927536231884,37.063043478260866,35.3,38.7,0.9850385181136888,3.4000000000000057,63.04347826086957,3,1,0.7246376811594203,2,SPOILED,138
11,4,4.0630434782608695,2.3,5.7,0.9850385181136887,3.4000000000000004,71,0.5144927536231884,37.063043478260866,35.3,38.7,0.9850385181136888,3.4000000000000057,63.04347826086957,3,1,0.7246376811594203,2,SPOILED,138
11,5,4.0630434782608695,2.3,5.7,0.9850385181136887,3.4000000000000004,71,0.5144927536231884,37.063043478260866,35.3,38.7,0.9850385181136888,3.4000000000000057,63.04347826086957,3,1,0.7246376811594203,2,SPOILED,138
12,1,4.048175182481752,2.3,5.7,1.0215990178405145,3.4000000000000004,73,0.5328467153284672,37.04817518248176,35.3,38.7,1.0215990178405148,3.4000000000000057,62.77372262773723,3,1,0.7299270072992701,2,SPOILED,137
12,2,4.048175182481752,2.3,5.7,1.0215990178405145,3.4000000000000004,73,0.5328467153284672,37.04817518248176,35.3,38.7,1.0215990178405148,3.4000000000000057,62.77372262773723,3,1,0.7299270072992701,2,SPOILED,137
12,3,4.048175182481752,2.3,5.7,1.0215990178405145,3.4000000000000004,73,0.5328467153284672,37.04817518248176,35.3,38.7,1.0215990178405148,3.4000000000000057,62.77372262773723,3,1,0.7299270072992701,2,SPOILED,137
12,4,4.048175182481752,2.3,5.7,1.0215990178405145,3.4000000000000004,73,0.5328467153284672,37.04817518248176,35.3,38.7,1.0215990178405148,3.4000000000000057,62.77372262773723,3,1,0.7299270072992701,2,SPOILED,137
12,5,4.048175182481752,2.3,5.7,1.0215990178405145,3.4000000000000004,73,0.5328467153284672,37.04817518248176,35.3,38.7,1.0215990178405148,3.4000000000000057,62.77372262773723,3,1,0.7299270072992701,2,SPOILED,137
13,1,3.8028985507246373,2.3,5.7,0.9022469558930024,3.4000000000000004,55,0.39855072463768115,36.80289855072464,35.3,38.7,0.9022469558930025,3.4000000000000057,60.86956521739131,2,1,0.7246376811594203,2,SPOILED,138
13,2,3.8028985507246373,2.3,5.7,0.9022469558930024,3.4000000000000004,55,0.39855072463768115,36.80289855072464,35.3,38.7,0.9022469558930025,3.4000000000000057,60.86956521739131,2,1,0.7246376811594203,2,SPOILED,138
13,3,3.8028985507246373,2.3,5.7,0.9022469558930024,3.4000000000000004,55,0.39855072463768115,36.80289855072464,35.3,38.7,0.9022469558930025,3.4000000000000057,60.86956521739131,2,1,0.7246376811594203,2,SPOILED,138
13,4,3.8028985507246373,2.3,5.7,0.9022469558930024,3.4000000000000004,55,0.39855072463768115,36.80289855072464,35.3,38.7,0.9022469558930025,3.4000000000000057,60.86956521739131,2,1,0.7246376811594203,2,SPOILED,138
13,5,3.8028985507246373,2.3,5.7,0.9022469558930024,3.4000000000000004,55,0.39855072463768115,36.80289855072464,35.3,38.7,0.9022469558930025,3.4000000000000057,60.86956521739131,2,1,0.7246376811594203,2,SPOILED,138
